province,province_id,community,community_id,settlement,table,main_num1,sub_num2,sub_num3,sub_num4,full_code,name,significance,date,location,notes,revoked_act,legal_act,type,subtype,comment,lon,lat
Գեղարքունիք,,,,Լիճք գյուղ,4.39,6,,,,4.39/6,ԴԱՄԲԱՐԱՆԱԴԱՇՏ,Հ,մթա 2-1 հզմ,հվ մասում,գյուղի հվ եզրին,,"09.01.2003, N 80-Ն",Թաղումներ,Դամբարանադաշտ,,,
Գեղարքունիք,,,,Լիճք գյուղ,4.39,7,,,,4.39/7,ԵԿԵՂԵՑԻ Ս. ԱՍՏՎԱԾԱԾԻՆ,Տ,1872 թ.,գ. մ.,,,"09.01.2003, N 80-Ն",Կրոնական,Եկեղեցի,,,
Գեղարքունիք,,,,Լիճք գյուղ,4.39,8,,,,4.39/8,խաչքար,Հ,14-15-րդ դդ.,ամ մասում,"գյուղի ամ եզրին, արձանագիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լիճք գյուղ,4.39,9,,,,4.39/9,խաչքար,Հ,14-15-րդ դդ.,8 կմ հվ,«Սարի սուրբ» նորակառույց մատուռում,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լիճք գյուղ,4.39,10,,,,4.39/10,խաչքար,Հ,14-15-րդ դդ.,4 կմ հվ-ամ,"Ծակքար գետից սկիզբ առնող ջրատարի մոտ, գորտակերպ վիշապաքարից աջ",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լիճք գյուղ,4.39,11,,,,4.39/11,խաչքար,Հ,14-15-րդ դդ.,4 կմ հվ-ամ,"Ծակքար գետից սկիզբ առնող ջրատարի մոտ, գորտակերպ վիշապաքարից ձախ",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լիճք գյուղ,4.39,12,,,,4.39/12,ՎԻՇԱՊԱՔԱՐ,Հ,մթա 3-2 հզմ,4 կմ հվ-ամ,"գորտակերպ, Ծակքար գետից սկիզբ առնող ջրատարի մոտ",,"09.01.2003, N 80-Ն",Հուշարձաններ,Վիշապաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,1,,,,4.40/1,ԳԼԽԱՏՈՒՆ,Տ,19-րդ դ.,գ. մ.,կառուցել է Սարգիս Մանուկյանը,,"09.01.2003, N 80-Ն",Բնակելի / Շինություններ,Գլխատուն,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,2,,,,4.40/2,ԳԼԽԱՏՈՒՆ,Տ,19-րդ դ.,գ. մ.,Վարազդատ Պողոսյանի տան մոտ,,"09.01.2003, N 80-Ն",Բնակելի / Շինություններ,Գլխատուն,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,3,,,,4.40/3,ԳԼԽԱՏՈՒՆ,Տ,19-րդ դ.,գ. մ.,Անդրանիկ Մելիքյանի տան մոտ,,"09.01.2003, N 80-Ն",Բնակելի / Շինություններ,Գլխատուն,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,4,,,,4.40/4,ԳՅՈՒՂԱՏԵՂԻ ԳԱՆՁԱՎԱՆՔ («Անգիր վանք»),Հ,9-17-րդ դդ.,"1,5 կմ հվ-աե",Սևան-Գավառ ճանապարհի ձախ կողմում,,"09.01.2003, N 80-Ն",Հնագիտական,Գյուղատեղի,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,4.1,,,4.40/4.1,եկեղեցի Գանձավանք («Անգիր վանք»),Հ,9-10-րդ դդ.,,"գյուղատեղիի աե կողմում, կիսավեր",,"09.01.2003, N 80-Ն",Կրոնական,Եկեղեցի,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,5,,,,4.40/5,ԴԱՄԲԱՐԱՆԱԴԱՇՏ «ԳԵՂՈՒՆԻ»,Հ,մթա 3-2 հզմ,1 կմ հվ-աե,Սևանա լճի հս-ամ ափին,,"09.01.2003, N 80-Ն",Թաղումներ,Դամբարանադաշտ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,6,,,,4.40/6,ԴԱՄԲԱՐԱՆԱԴԱՇՏ. ԼՃԱՇԵՆԻ ԴԱՄԲԱՐԱՆԱԴԱՇՏԸ,Հ,մթա 2-1 հզմ,"1,5 կմ հվ-աե",Սևան-Գավառ հին ճանապարհի ձախ կողմում,,"09.01.2003, N 80-Ն",Թաղումներ,Դամբարանադաշտ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,7,,,,4.40/7,ԵԿԵՂԵՑԻ Ս. ՀՌԻՓՍԻՄԵ,Հ,7-րդ դ.,գ. մ.,,,"09.01.2003, N 80-Ն",Կրոնական,Եկեղեցի,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.1,,,4.40/7.1,խաչքար,Հ,10-11-րդ դդ.,,"ագուցված հվ պատին, արտաքուստ",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.2,,,4.40/7.2,խաչքար,Հ,11-12-րդ դդ.,,"ագուցված ամ պատին, արտաքուստ",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.3,,,4.40/7.3,խաչքար,Հ,13-րդ դ.,,եկեղեցու ներսում,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.4,,,4.40/7.4,խաչքար,Հ,14-15-րդ դդ.,,"բեմի ճակատինն, ձախից 1-ինը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.5,,,4.40/7.5,խաչքար,Հ,15-րդ դ.,,"բեմի ճակատին, աջից 3-րդը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.6,,,4.40/7.6,խաչքար,Հ,15-րդ դ.,,"ագուցված հվ պատին, մուտքից ձախ, արտաքուստ, արձանագիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.7,,,4.40/7.7,խաչքար,Հ,15-16-րդ դդ.,,"ագուցված ամ պատին, արտաքուստ, արձանագիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.8,,,4.40/7.8,խաչքար` Քիրմանի,Հ,15-16-րդ դդ.,,հվ ավանդատանը,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.9,,,4.40/7.9,խաչքար,Հ,1557 թ.,,"բեմի ճակատին, աջից 5-րդը, թվակիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.1,,,4.40/7.1,խաչքար` Քիրմանի,Հ,1561 թ.,,"բեմի ճակատին, աջից 4-րդը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.11,,,4.40/7.11,խաչքար,Հ,16-րդ դ.,,"ագուցված մուտքից ձախ, բեկոր, արձանագիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.12,,,4.40/7.12,տապանաքար,I,17-18-րդ դդ.,,հենած բեմի ճակատին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.13,,,4.40/7.13,տապանաքար` Սահակի,I,1707 թ.,,"ավանդատանը, պահպանվել է 2 բեկորով",,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,7.14,,,4.40/7.14,գերեզմանոց,Հ,10-20-րդ դդ.,,եկեղեցու շուրջը,,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.1,,4.40/7.14.1,խաչքար,Հ,10-րդ դ.,,"եկեղեցուց հս, հենած տապանաքարին",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.2,,4.40/7.14.2,խաչքար,Հ,13-14-րդ դդ.,,"եկեղեցուց հս-աե, դրված հորիզոնական դիրքով որպես տապանաքար",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.3,,4.40/7.14.3,խաչքար` Վարդանի,Հ,15-րդ դ.,,ընկած գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.4,,4.40/7.14.4,խաչքար,Հ,16-րդ դ.,,"ընկած գետնին, արձանագիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.5,,4.40/7.14.5,տապանաքար,I,15-16-րդ դդ.,,եկեղեցուց 2 մ հս,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.6,,4.40/7.14.6,տապանաքար` Նուրբեկի,I,1594 թ.,,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.7,,4.40/7.14.7,տապանաքար,I,16-րդ դ.,,"եկեղեցու հվ պատի մոտ, արձանագիր, կոտրված",,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.8,,4.40/7.14.8,տապանաքար,I,16-17-րդ դդ.,,եկեղեցուց 1 մ հս,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.9,,4.40/7.14.9,տապանաքար,I,16-17-րդ դդ.,,եկեղեցուց ամ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.10,,4.40/7.14.10,տապանաքար,I,16-17-րդ դդ.,,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.11,,4.40/7.14.11,տապանաքար` Հովսեփի,I,16-17-րդ դդ.,,եկեղեցուց հս-աե,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.12,,4.40/7.14.12,տապանաքար` Սարգսի,I,1668 թ.,,եկեղեցուց հս,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.13,,4.40/7.14.13,տապանաքար` Թուխծամի,Տ,1686 թ.,,եկեղեցուց հս-աե,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.14,,4.40/7.14.14,տապանաքար` պարոն Գրիգորի,Տ,1696 թ.,,եկեղեցուց հս-աե,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.15,,4.40/7.14.15,տապանաքար` Փարու,Տ,17-րդ դ.,,եկեղեցուց հս-աե,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.16,,4.40/7.14.16,տապանաքար,Տ,17-րդ դ.,,"եկեղեցուց հս-աե, արձանագիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.17,,4.40/7.14.17,տապանաքար` Մելքումի,Տ,1701 թ.,,եկեղեցուց հս-աե,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.18,,4.40/7.14.18,տապանաքար` Բեկիջանի,Տ,1702 թ.,,եկեղեցուց հս-աե,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.19,,4.40/7.14.19,տապանաքար` պարոն Գասպարի,Տ,1703 թ.,,եկեղեցուց հս-աե,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.20,,4.40/7.14.20,տապանաքար` Ղազարի,Տ,1705 թ.,,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.21,,4.40/7.14.21,տապանաքար` Ղազարի,Տ,1707 թ.,,եկեղեցուց հս-ամ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.22,,4.40/7.14.22,տապանաքար,Տ,1737 թ.,,"եկեղեցուց ամ, արձանագիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,7.14.23,,4.40/7.14.23,տապանաքար` Ամիրի,Տ,1746 թ.,,եկեղեցուց հս-աե,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,8,,,,4.40/8,խաչքար,Հ,9-10-րդ դդ.,Գ. Մ.,"Վաղո Մանուկյանի տան մոտ գտնվող նորաշեն սրբատեղիում, բեմին",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,9,,,,4.40/9,խաչքար,Հ,10-րդ դ.,Հվ մասում,"բարձունքի վրա, հենած ժայռաբեկորի",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,10,,,,4.40/10,խաչքար,Հ,16-րդ դ.,Գ. Մ.,"կանգնեցված գետնին, 2-րդ աշխարհամարտում զոհված մարտիկների հուշարձանի մոտ",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,11,,,,4.40/11,խաչքար,Հ,16-17-րդ դդ.,Գ. Մ.,Մուրադ Կարապետյանի տան մոտ գտնվող նորաշեն սրբատեղիում,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,12,,,,4.40/12,ՀՈՒՇԱՐՁԱՆ ԵՐԿՐՈՐԴ ԱՇԽԱՐՀԱՄԱՐՏՈՒՄ ԶՈՀՎԱԾՆԵՐԻՆ,Տ,,գ. Մ.,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Հուշարձան,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,13,,,,4.40/13,ՄԱՏՈՒՌ Ս. ԳԵՎՈՐԳ,Տ,վրկնգ՝ 1911 թ.,Հվ-աե մասում,,,"09.01.2003, N 80-Ն",Կրոնական,Մատուռ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.1,,,4.40/13.1,խաչքար,Հ,9-10-րդ դդ.,,"ագուցված հվ պատին, ներքուստ, ստորին մասը չի պահպանվել",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.2,,,4.40/13.2,խաչքար,Հ,9-10-րդ դդ.,,"բեմին, 6 խաչքարերից ձախից 1-ինը, վերնամասը` չի պահպանվել",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.3,,,4.40/13.3,խաչքար,Հ,998 թ.,,"բեմին, 6 խաչքարերից ձախից 2-րդը պատվիրատու՝ Գրիգոր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.4,,,4.40/13.4,խաչքար,Հ,10-րդ դ.,,"գլխիվայր ագուցված հվ պատին, ներքուստ, ջարդոտված",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.5,,,4.40/13.5,խաչքար,Հ,10-11-րդ դդ.,,"հենած հս պատին, ստորին ձախ անկյունը` կոտրված",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.6,,,4.40/13.6,խաչքար,Հ,10-11-րդ դդ.,,"բեմին, 6 խաչքարերից աջից 1-ինը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.7,,,4.40/13.7,խաչքար,Հ,11-րդ դ.,,"բեմին, 6 խաչքարերից աջից 3-րդը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.8,,,4.40/13.8,խաչքար,Հ,12-13-րդ դդ.,,"ագուցված հվ պատին, ներքուստ",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.9,,,4.40/13.9,խաչքար,Հ,12-13-րդ դդ.,,"բեմին, 6 խաչքարերից աջից 2-րդը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.1,,,4.40/13.1,խաչքար,Հ,12-13-րդ դդ.,,"բեմին, 6 խաչքարերից ձախից 3-րդը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.11,,,4.40/13.11,խաչքար,Հ,14-15-րդ դդ.,,"հենած հս պատին, մուտքի մոտ",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,13.12,,,4.40/13.12,գերեզմանոց,Տ,9-15-րդ դդ.,,"մատուռի շուրջը, նեղ ճանապարհով բաԺանվում է 2 հատվածների",,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,13.12.1,,4.40/13.12.1,խաչքար,Հ,12-րդ դ.,,պատվանդանին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,13.12.2,,4.40/13.12.2,խաչքար,Հ,12-13-րդ դդ.,,"մատուռի աե պատի մոտ, կանգնեցված գետնին",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,13.12.3,,4.40/13.12.3,խաչքար,Հ,13-14-րդ դդ.,,եզրերը` վնասված,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,13.12.4,,4.40/13.12.4,խաչքար,Հ,14-15-րդ դդ.,,կերտված ժայռաբեկորին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,14,,,,4.40/14,ՄԱՏՈՒՌ ԹՈՒԽ ՄԱՆՈՒԿ,Տ,19-20-րդ դդ.,հվ-աե մասում,գործող գերեզմանոցի տարածքում,,"09.01.2003, N 80-Ն",Կրոնական,Մատուռ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,14.1,,,4.40/14.1,խաչքար,Հ,,,"մատուռի ներսում, եռատված",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,15,,,,4.40/15,ՎԱՆԱԿԱՆ ՀԱՄԱԼԻՐ «ԿԱՐՄԻՐ ՎԱՆՔ»,Տ,9-20-րդ դդ.,հվ-աե մասում,"գյուղի եզրին, գերեզմանոցի հին թաղումների տարածքում",,"09.01.2003, N 80-Ն",Կրոնական,Վանական համալիր,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,15.1,,,4.40/15.1,եկեղեցի,Տ,9-10-րդ դդ.,,"1-ին եկեղեցի, ավերված",,"09.01.2003, N 80-Ն",Կրոնական,Եկեղեցի,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,15.1.1,,4.40/15.1.1,գավիթ,Տ,10-12-րդ դդ.,,ավերված,,"09.01.2003, N 80-Ն",Կրոնական,Գավիթ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,15.2,,,4.40/15.2,եկեղեցի,Տ,մջնդ,,"2-րդ եկեղեցի, ավերված",,"09.01.2003, N 80-Ն",Կրոնական,Եկեղեցի,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,15.2.1,,4.40/15.2.1,խաչքար,Հ,11-12-րդ դդ.,,տեղահանված,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,15.3,,,4.40/15.3,մատուռ,Տ,19-րդ դ.,,,,"09.01.2003, N 80-Ն",Կրոնական,Մատուռ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,15.3.1,,4.40/15.3.1,խաչքար,Հ,9-10-րդ դդ.,,մատուռի բեմին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,15.3.2,,4.40/15.3.2,խաչքար,Հ,13-րդ դ.,,մատուռի բեմին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,15.4,,,4.40/15.4,գերեզմանոց,Տ,9-20-րդ դդ.,,մատուռի շուրջը,,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,15.4.1,,4.40/15.4.1,խաչքար,Հ,9-10-րդ դդ.,,հենած քարաբեկորին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,,15.4.2,,4.40/15.4.2,խաչքար,Հ,964 թ.,,Պատվանդանին պատվիրատու՝ Գրիգոր Բարակավիզ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,16,,,,4.40/16,ՎԻՄԱԳՐՈՒԹՅՈՒՆ. ԱՐԳԻՇՏԻ Ա-Ի ԱՐՁԱՆԱԳՐՈՒԹՅՈՒՆԸ,Հ,մթա 776թ.,հս մասում,"պահպանվում է ուղղանկյուն կառույցի ներսում, փոստի շենքի մոտ",,"09.01.2003, N 80-Ն",Արվեստ,Արձանագրություն,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,17,,,,4.40/17,ԱՄՐՈՑ-ՔԱՂԱՔԱՏԵՂԻ ԼՃԱՇԵՆ (ԿԻԵԽՈՒՆԻ),Հ,"մ.թ.ա. 5-1 հազ., միջնադար","գյուղից 400 մ հվ-աե, Սևան-Գավառ ճանապարհից 300 մ հվ-ամ, քարա-կարկառներով հարուստ տեղանքում",,,"09.01.2003, N 80-Ն",Հնագիտական,Ամրոց,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,17.1,,,4.40/17.1,միջնաբերդ (N 1),Հ,վաղ բրոնզի դար-միջնադար,տարածքի կենտրոնական մասում,,,"09.01.2003, N 80-Ն",Հնագիտական,Միջնաբերդ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,17.2,,,4.40/17.2,միջնաբերդ (N 2),Հ,մ.թ.ա. 2-1 հազ.- միջնադար,տարածքի աե մասում,այստեղ է Գանձավանք (Անգիր վանք) եկեղեցին (պետ. ցուցիչ` 4.40.4.1),,"09.01.2003, N 80-Ն",Հնագիտական,Միջնաբերդ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,17.3,,,4.40/17.3,միջնաբերդ (N 3),Հ,մ.թ.ա. 2-1 հազ.,տարածքի հվ մասում,,,"09.01.2003, N 80-Ն",Հնագիտական,Միջնաբերդ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,17.4,,,4.40/17.4,միջնաբերդ (N 4),Հ,մ.թ.ա. 2-1 հազ.,տարածքի հս-ամ մասում,,,"09.01.2003, N 80-Ն",Հնագիտական,Միջնաբերդ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,17.5,,,4.40/17.5,միջնաբերդ (N 5),Հ,մ.թ.ա. 2-1 հազ.,տարածքի ամ մասում,,,"09.01.2003, N 80-Ն",Հնագիտական,Միջնաբերդ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,17.6,,,4.40/17.6,միջնաբերդ (N 6),Հ,մ.թ.ա. 2-1 հազ.,տարածքի հվ-ամ մասում,,,"09.01.2003, N 80-Ն",Հնագիտական,Միջնաբերդ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,17.7,,,4.40/17.7,դամբարանադաշտ (N 2),Հ,մ.թ.ա. 14-11 դդ.,գյուղից 1.5-2 կմ աե,,,"09.01.2003, N 80-Ն",Թաղումներ,Դամբարանադաշտ,,,
Գեղարքունիք,,,,Լճաշեն գյուղ,4.40,,17.8,,,4.40/17.8,դամբարանադաշտ (N 3),Հ,մ.թ.ա. 3 հազ.,տարածվում է ներկայիս քարհանքի դիմաց գտնվող բլրալանջին,1986 թ. տարածքում ՀԱԻ արշավախումբը պեղել է 19 դամբարան,,"09.01.2003, N 80-Ն",Թաղումներ,Դամբարանադաշտ,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,1,,,,4.41/1,ԳԵՐԵԶՄԱՆՈՑ,Տ,13-17-րդ դդ.,գ. մ.,Թադևոս Մովսիսյանի տնամերձում,,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,1.1,,,4.41/1.1,խաչքար,Հ,9-10-րդ դդ.,,"կանգնեցված գետնին, 3 խաչքարերից աջակողմյանը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,1.2,,,4.41/1.2,խաչքար,Հ,14-15-րդ դդ.,,"կանգնեցված գետնին, 3 խաչքարերից կենտրոնինն է",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,1.3,,,4.41/1.3,խաչքար,Հ,15-րդ դ.,,կանգնեցված գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
